#
# 证券账户信息
#
# 1. 客户ID (custId)
# 2. 证券帐户 (invAcctId)
# 3. 账户类型 (acctType)
#    - 1,	普通账户
#    - 2,	信用账户
#    - 3,	衍生品账户
# 4. 市场 (mktId)
#    - 1,	上海A股
#    - 2,	深圳A股
#    - 3,	上海个股期权
# 5. 报盘席位 (pbu)
# 6. 证券帐户状态 (status)
# 7. 证券账户权限限制 (acctLimit)
# 8. 股东权限 (acctRights)
# 9. 客户可买入期权的资金限额 (cashQuota)
# 10.客户用掉的限额 (cashBuyQuota)
# 11.预留字段 (reserve)
# 

#客户ID         |证券帐户     |账户类型  |市场  |报盘席位|证券帐户状态|证券账户权限限制|股东权限    |客户可买入期权的资金限额|客户用掉的限额  |预留字段
#custId        |invAcctId  |acctType |mktId |pbu   |status    |limits       |permissions |cashQuota          |cashBuyQuota |reserve
188800000000000|A188800000 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000000|0188800000 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000001|A188800001 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000001|0188800001 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000002|A188800002 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000002|0188800002 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000003|A188800003 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000003|0188800003 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000004|A188800004 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000004|0188800004 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000005|A188800005 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000005|0188800005 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000006|A188800006 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000006|0188800006 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000007|A188800007 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000007|0188800007 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000008|A188800008 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000008|0188800008 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000009|A188800009 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000009|0188800009 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000010|A188800010 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000010|0188800010 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000011|A188800011 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000011|0188800011 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000012|A188800012 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000012|0188800012 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000013|A188800013 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000013|0188800013 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000014|A188800014 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000014|0188800014 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000015|A188800015 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000015|0188800015 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000016|A188800016 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000016|0188800016 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000017|A188800017 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000017|0188800017 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000018|A188800018 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000018|0188800018 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000019|A188800019 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000019|0188800019 |1        |2     |1     |0         |Q,R          |@             |0              |0
188800000000020|A188800020 |1        |1     |1     |0         |Q,R          |@             |0              |0
188800000000020|0188800020 |1        |2     |1     |0         |Q,R          |@             |0              |0
